Name,customerID,Number of Calls,Voice National (Min.),Voice International (Min.),Voice Roaming (Min.),Voice Premium (Min.),Data National (MB),Data Roaming (MB),Data Premium (MB),Messaging National,Messaging International,Messaging Roaming,Messaging Premium,"Voice National Charge
ex. Tax
(GBP)","Voice International Charge
ex. Tax
(GBP)","Voice Roaming Charge
ex. Tax
(GBP)","Voice Premium Charge
ex. Tax
(GBP)","Data National Charge
ex. Tax
(GBP)","Data Roaming Charge
ex. Tax
(GBP)","Data Premium Charge
ex. Tax
(GBP)","Messaging National Charge
ex. Tax
(GBP)","Messaging International Charge
ex. Tax
(GBP)","Messaging Roaming Charge
ex. Tax
(GBP)","Messaging Premium Charge
ex. Tax
(GBP)","Usage Charge Total
ex. Tax
(GBP)","Recurring Charge
ex. Tax
(GBP)","Device Fee
ex. Tax
(GBP)","Daily Roaming Fee
ex. Tax
(GBP)","Monthly Roaming Fee
ex. Tax
(GBP)","Adjustments
ex. Tax
(GBP)","Credit
ex. Tax
(GBP)","Total
Taxable
(GBP)","Total
Non-Taxable
(GBP)","Total
ex. Tax
(GBP)","Total Tax
(GBP)","Total
(GBP)"
AKIN,3870-SPZSI,0,0,0,0,0,16.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AKIO,1697-NVVGY,0,0,0,0,0,11.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AKMAL,5884-GCYMI,6,45,30,0,0,347.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
AKOS,6844-DZKRF,1,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AKRITI,5099-BAILX,3,0,0,1,0,"13,655.00","1,454.28",0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,3.33,0,0,0,0,23.31,0,23.31,4.66,27.97
AKSA,5578-NKCXI,46,281,0,0,0,"2,940.04",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
AKSHAY,2480-JZOSN,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,1.18,0,1.18,0.24,1.42
AKUA,6689-KXGBO,0,0,0,0,0,712.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,0,0,0,0,0,6.91,0,6.91,1.38,8.29
AL,0253-ZTEOB,1,8,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALA-EL,0756-MPZRL,7,26,0,0,0,"8,388.98",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
ALAINA,3407-JMJQQ,1,20,0,0,0,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALAISHA,6892-XPFPU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
ALAISTER,5915-DGNVC,4,4,0,2,0,"1,245.36",951.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
ALAN,6872-HXFNF,42,148,0,0,0,"10,827.42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
ALANA,7670-ZBPOQ,8,0,6,0,0,"1,609.99",0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.65,9.5,3.33,0,0,0,0,13.48,0,13.48,2.7,16.17
ALANIS,0277-BKSQP,0,0,0,0,0,"35,319.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.48,3.33,0,0,0,0,36.81,0,36.81,7.36,44.17
ALASDAIR,4853-OITSN,21,151,2,0,0,"3,210.27",0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.18,11.66,3.33,0,0,0,0,15.17,0,15.17,3.03,18.21
ALASTAIR,1763-WQFUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,1.18,0,1.18,0.24,1.42
ALBENA,6188-UXBBR,2,6,0,0,0,"4,688.35",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
ALBERT,2501-XWWTZ,17,51,0,0,0,"2,528.93",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,11.66,3.33,0,0,0,0,15.09,0,15.09,3.02,18.11
ALBI,5229-PRWKT,1,8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALDO-AXEL,4283-FUTGF,1,2,0,0,0,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALDRIN,5204-HMGYF,0,0,0,0,0,108.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALEC,6101-IMRMM,55,130,0,0,0,"19,352.10",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68,3.33,0,0,0,0,26.01,0,26.01,5.2,31.21
ALEENA,5469-CTCWN,11,49,0,0,0,487.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
ALEEZEH,1930-BZLHI,21,103,0,0,0,"8,963.46",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
ALEJANDRO,5847-MXBEO,3,7,0,0,0,309.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
ALEKSANDAR,0274-JKUJR,23,74,0,0,0,"1,491.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
ALEKSANDRA,7130-CTCUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
ALENA,8903-XEBGX,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALESSANDRA,3585-ISXZP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALESSANDRO,4789-KWMXN,7,13,0,0,0,66.38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALETHEA,2234-XADUH,4,1,0,0,0,"2,380.21",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
ALEV,8992-CEUEN,96,656,0,0,0,"43,935.52",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,3.33,0,0,0,0,42.21,0,42.21,8.44,50.65
ALEX,7105-MXJLL,7,22,1,0,0,779.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
ALEXA,4615-PIVVU,1,1,0,0,0,402.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
ALEXANDER,6407-UTSLV,8,96,0,0,0,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALEXANDER-X,1285-OKIPP,3,120,0,0,0,39.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALEXANDRA,3577-AMVUX,12,168,0,0,0,128.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALEXANDRE,8884-ADFVN,4,18,0,0,0,50.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
ALEXANDROS,4835-YSJMR,1,80,0,0,0,70.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALEXANDRU,2582-FFFZR,12,107,0,0,0,318.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
ALEXIA,8443-WVPSS,1,17,0,0,0,484.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
ALEXIS,4654-ULTTN,51,611,6,0,0,"9,729.62",0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,1.76,15.98,3.33,0,0,0,0,21.07,0,21.07,4.21,25.29
ALEXL,0734-OXWBT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
ALFIE,5226-NOZFC,3,128,0,0,0,"8,721.45",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
ALFIYA,2800-VEQXM,5,2,0,0,0,845.73,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
ALFRED,6778-EICRF,40,270,0,0,0,"6,963.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
ALGIRDAS,7113-HIPFI,64,85,80,0,0,"7,227.61",0,0,3,0,0,0,0,22.31,0,0,0,0,0,0,0,0,0,22.31,14.69,3.33,0,0,0,0,40.33,0,40.33,8.07,48.4
ALI,2428-HYUNX,3,1,0,0,0,"148,561.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.73,3.33,0,0,0,0,111.06,0,111.06,22.21,133.27
ALIA,9462-MJUAW,14,45,43,0,0,15.17,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,4.34,2.16,3.33,0,0,0,0,9.83,0,9.83,1.97,11.8
ALIABBAS,5339-TJFEK,4,0,0,28,0,0,"4,436.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,25,0,0,0,41.72,0,41.72,8.34,50.06
ALIBEK,6959-GQEGV,45,112,0,0,5,"2,366.40",0,0,21,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.29,11.66,3.33,0,0,0,0,15.28,0,15.28,3.06,18.34
ALICE,4291-SHSBH,67,346,0,0,0,"7,582.72",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
ALICIA,2819-GWENI,7,81,0,0,0,284.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
ALICJA,9046-DQMTP,0,0,0,0,0,46.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
ALIMOOR,6143-JQKEA,61,435,0,0,0,"3,468.79",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
ALINA,0799-DDIHE,11,18,0,29,0,"1,320.54",38.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,5,0,0,0,17.83,0,17.83,3.57,21.4
ALIONA,2632-UCGVD,60,97,173,0,2,"152,474.15",0,0,5,9,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.09,110.43,3.33,0,0,0,0,113.85,0,113.85,22.77,136.62
ALISA,2205-YMZZJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALISE,4712-AUQZO,25,155,0,0,0,96.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALISHA,8429-XIBUM,0,0,0,0,0,76.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALISON,8824-RWFXJ,80,120,0,0,0,"8,817.67",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
ALISSA,7365-BVCJH,0,0,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
ALISTAIR,8374-XGEJJ,60,163,0,0,0,"4,846.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
ALISTER,2984-AFWNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,1.61,0.32,1.93
ALIVIA,3162-ZJZFU,181,381,0,0,10,"2,946.17",0,0,24,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0.58,11.66,3.33,0,0,0,0,15.57,0,15.57,3.11,18.68
ALIX,4987-GQWPO,2,0,0,0,0,27.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.12,0,0,0,0,5.28,0,5.28,1.06,6.34
ALIYAH,0285-INHLN,29,67,64,0,0,"1,210.76",0.01,0,0,0,5,0,0,6.52,0,0,0,0,0,0,0,0,0,6.52,9.5,3.33,2.5,0,0,0,21.85,0,21.85,4.37,26.22
ALIYYAH,2371-JQHZZ,99,51,0,0,0,"24,575.09",72.1,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.73,3.33,0,0,0,0,30.06,0,30.06,6.01,36.07
ALIZ,0363-QJVFX,4,8,0,0,0,51.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALKA,5054-IEXZT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALKATERINI,4439-YRNVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,1.72,0.34,2.06
ALKISTIS,3113-IWHLC,18,0,0,66,0,"2,860.22","8,242.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
ALLA,0661-KQHNK,13,42,0,0,0,"1,493.41",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
ALLAN,4785-FCIFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
ALLEE,2577-GVSIL,5,1,0,0,0,257.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
ALLEN,2054-PJOCK,52,87,0,0,0,"4,883.87",4.44,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1.77,1.77,13.39,3.33,0,0,0,0,18.49,0,18.49,3.7,22.19
ALLIE,1989-PRJHP,61,76,0,0,0,"1,798.95",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
ALLISON,1268-ASBGA,2,13,0,0,0,"1,785.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
ALLY,9068-VPWQQ,6,29,0,0,0,"3,637.62",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
ALMIRA,8123-QBNAZ,1,1,0,0,0,838.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
ALOK,9904-EHEVJ,1,0,0,0,0,"1,024.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
ALONA,1122-YJBCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
ALPA,6861-XWTWQ,0,0,0,0,0,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALPANA,3813-DHBBB,1,2,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALPAR,4140-MUHUG,11,9,0,0,25,747.03,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,2.72,6.91,3.33,0,0,0,0,12.96,0,12.96,2.59,15.55
ALPER,7856-GANIL,1,18,0,0,0,166.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALSHYMAA,5183-SNMJQ,50,117,0,0,0,"17,894.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,3.33,0,0,0,0,24.66,0,24.66,4.93,29.59
ALTYNAI,0536-ESJEP,5,1,0,0,0,178.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
ALVARO,8051-HJRLT,13,36,0,0,0,"3,942.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
ALVEE,7963-SHNDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
ALVINA,8067-NIOYM,23,52,0,0,0,"29,695.75",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.43,3.33,0,0,0,0,32.76,0,32.76,6.55,39.31
ALY,8263-JQAIK,26,110,0,0,0,"23,181.70",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.77,1.77,25.38,3.33,0,0,0,0,30.48,0,30.48,6.1,36.58
ALYN,6365-HITVU,38,42,0,0,0,"8,301.11",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
ALYS,6551-VLJMV,0,0,0,0,0,"1,087.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
ALYSHA,8305-VHZBZ,8,7,0,0,0,"1,229.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
ALYSON,7643-RCHXS,0,0,0,0,0,61.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
ALYSSA,4431-EDMIQ,21,82,0,0,0,739.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
AMAL,3655-SNQYZ,16,56,11,0,0,"25,569.45",0,0,3,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,1.81,26.73,3.33,0,0,0,0,31.87,0,31.87,6.37,38.25
AMAN,5640-CAXOA,21,85,0,0,0,"1,529.83",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
AMANDA,9926-PJHDQ,1,1,0,0,0,17.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMANDEEP,7746-QYVCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
AMANDINE,9885-MFVSU,0,0,0,0,0,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMANPREET,0722-SVSFK,48,292,0,0,0,"2,207.55",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
AMANVIR,1371-WEPDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
AMAR,6035-RIIOM,102,472,0,0,0,"14,821.14",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,3.33,0,0,0,0,23.31,0,23.31,4.66,27.97
AMARDEEP,2040-LDIWQ,3,6,0,0,0,435.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
AMARJEET,8631-WUXGY,287,73,"3,914",0,0,"12,145.32",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
AMARJIT,5151-HQRDG,79,272,70,118,13,671.87,"1,920.20",0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,1.39,11.66,3.33,0,0,0,0,16.38,0,16.38,3.28,19.66
AMARPREET,5375-XLDOF,0,0,0,0,0,76.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMBER,7245-NIIWQ,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1.75,0,1.75,0,3.33,0,0,0,0,3.33,1.75,5.08,0.67,5.75
AMBER-JANE,4667-QONEA,0,0,0,0,0,0,"1,633.05",0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,8.95,8.95,9.5,3.33,25,0,0,0,46.78,0,46.78,9.36,56.14
AMBIKA,2362-IBOOY,0,0,0,0,0,"16,549.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,3.33,0,0,0,0,24.66,0,24.66,4.93,29.59
AMBRITHA,7142-HVGBG,45,305,0,0,0,"6,167.64",0,0,28,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,14.69,3.33,0,0,0,0,18.12,0,18.12,3.62,21.74
AMEER,2782-LFZVW,191,221,12,0,26,"5,881.03",0,0,58,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,1.2,13.39,3.33,0,0,0,0,17.92,0,17.92,3.58,21.51
AMEERA,1041-RXHRA,2,6,0,0,0,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.12,0,0,0,0,5.28,0,5.28,1.06,6.34
AMELIA,2038-OEQZH,1,0,0,0,0,50.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMIE,2057-ZBLPD,12,145,7,0,0,"4,768.90",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
AMILE,4690-PKDQG,63,299,0,0,0,237.15,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMINA,6257-DTAYD,333,899,0,0,0,"5,025.16",0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
AMINAT,1261-FWTTE,7,31,0,0,0,70.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMIR,8000-REIQB,24,40,0,0,0,"7,901.28",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
AMIRA,1329-VHWNP,0,0,0,0,0,"9,040.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
AMIRAH,5482-VXSXJ,47,107,0,0,12,"7,221.71",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
AMISH,2829-HYVZP,14,14,0,0,0,"36,214.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.48,3.33,0,0,0,0,36.81,0,36.81,7.36,44.17
AMIT,9752-ZNQUT,9,49,0,0,0,"1,532.68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
AMIYA,5149-CUZUJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMMAD,9254-RBFON,25,108,0,33,0,587.26,"1,128.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
AMMAN,4662-EKDPQ,3,8,0,0,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMMAR,7820-ZYGNY,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
AMNA,4883-QICIH,13,73,0,0,0,"1,130.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
AMO,2958-NHPPS,15,60,0,0,9,199.87,0,0,4,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0.52,2.16,3.33,0,0,0,0,6.01,0,6.01,1.2,7.21
